,mape,mae,mse,rmse,r2,id_point
0,11.46915235321841,0.06522739155795951,0.08896627480173463,0.007914998052097763,0.4421401517581812,2
0,48.346241171669355,0.13963377654077833,0.1698660654121231,0.02885448017859568,0.4025196351541328,4
0,20.74611356665658,0.09315168167697468,0.12289214227292197,0.015102478632428095,0.4569609405762477,5
0,7.481093308171194,0.04905643879232961,0.06100245634814358,0.0037212996805071627,0.7292545893339323,6
0,16.860358756220702,0.0814978037520244,0.11048827027695651,0.012207657868793792,0.5806913014502111,8
0,9.317822082879596,0.05820318306692349,0.07976172151409837,0.006361932218892583,0.6614238412963809,9
