epocas,prediction_order,auto_order,training_mse,training_rmse,training_mae,trainig_mape,trainig_r,validation_mse,validation_rmse,validation_mae,validation_mape,test_mse,test_rmse,test_mae,test_mape
94,24,216,0.0008989605121314526,0.0299826692789793,0.023795083165168762,0.48460680652949634,0.974622289542881,0.33039657081694673,0.10916189400759768,0.26787753683194176,1.0215862898180894,0.4260218825013331,0.18149464436997967,0.3687937247147269,1.4036348366752656
